Symbol,Path,Description
CVCBI260,BVMF-Equities\CVCBI260,"CVCB        ON    2,60"
CVCBU220,BVMF-Equities\CVCBU220,"CVCBE       ON    2,20"
HAPVU330,BVMF-Equities\HAPVU330,"HAPVE       ON   49,50"
HAPVI280,BVMF-Equities\HAPVI280,"HAPV        ON   42,00"
HAPVI310,BVMF-Equities\HAPVI310,"HAPV        ON   46,50"
CVCBU230,BVMF-Equities\CVCBU230,"CVCBE       ON    2,30"
HAPVU320,BVMF-Equities\HAPVU320,"HAPVE       ON   48,00"
BBASK272E,BVMF-Equities\BBASK272E,"BBAS        ON   26,92"
CVCBU249,BVMF-Equities\CVCBU249,"CVCBE       ON    2,50"
HAPVI240,BVMF-Equities\HAPVI240,"HAPV        ON   36,00"
CVCBI280,BVMF-Equities\CVCBI280,"CVCB        ON    2,80"
HAPVI320,BVMF-Equities\HAPVI320,"HAPV        ON   48,00"
HAPVU240,BVMF-Equities\HAPVU240,"HAPVE       ON   36,00"
CVCBU280,BVMF-Equities\CVCBU280,"CVCBE       ON    2,80"
CVCBI270,BVMF-Equities\CVCBI270,"CVCB        ON    2,70"
CVCBI220,BVMF-Equities\CVCBI220,"CVCB        ON    2,20"
CVCBI310,BVMF-Equities\CVCBI310,"CVCB        ON    3,10"
HAPVU260,BVMF-Equities\HAPVU260,"HAPVE       ON   39,00"
CVCBU240,BVMF-Equities\CVCBU240,"CVCBE       ON    2,40"
BBASJ294E,BVMF-Equities\BBASJ294E,"BBAS        ON   29,07"
CVCBU270,BVMF-Equities\CVCBU270,"CVCBE       ON    2,70"
B3SAI151E,BVMF-Equities\B3SAI151E,"B3SA        ON   15,13"
CVCBU299,BVMF-Equities\CVCBU299,"CVCBE       ON    3,00"
HAPVI250,BVMF-Equities\HAPVI250,"HAPV        ON   37,50"
HAPVI330,BVMF-Equities\HAPVI330,"HAPV        ON   49,50"
CVCBI290,BVMF-Equities\CVCBI290,"CVCB        ON    2,90"
HAPVU310,BVMF-Equities\HAPVU310,"HAPVE       ON   46,50"
HAPVU250,BVMF-Equities\HAPVU250,"HAPVE       ON   37,50"
CVCBI299,BVMF-Equities\CVCBI299,"CVCB        ON    3,00"
B3SAL149,BVMF-Equities\B3SAL149,"B3SAE   /EJ ON   14,77"
BBASJ289E,BVMF-Equities\BBASJ289E,"BBAS        ON   28,57"
CVCBU260,BVMF-Equities\CVCBU260,"CVCBE       ON    2,60"
HAPVU290,BVMF-Equities\HAPVU290,"HAPVE       ON   43,50"
CVCBU290,BVMF-Equities\CVCBU290,"CVCBE       ON    2,90"
B3SAI989E,BVMF-Equities\B3SAI989E,"B3SA        ON    9,78"
BBASJ20,BVMF-Equities\BBASJ20,"BBAS        ON   20,11"
B3SAX149,BVMF-Equities\B3SAX149,"B3SAE   /EJ ON   14,77"
BBASJ22,BVMF-Equities\BBASJ22,"BBAS        ON   22,11"
B3SAI169,BVMF-Equities\B3SAI169,"B3SAE       ON   16,88"
B3SAU169,BVMF-Equities\B3SAU169,"B3SAE       ON   16,88"
BBASJ23,BVMF-Equities\BBASJ23,"BBAS        ON   23,11"
BBASK232E,BVMF-Equities\BBASK232E,"BBAS  FM    ON   22,92"
BBASV211,BVMF-Equities\BBASV211,"BBASE       ON   21,11"
BBASV235,BVMF-Equities\BBASV235,"BBASE       ON   23,61"
BBASJ264E,BVMF-Equities\BBASJ264E,"BBAS        ON   26,07"
BBASJ235,BVMF-Equities\BBASJ235,"BBAS        ON   23,61"
BBASJ225,BVMF-Equities\BBASJ225,"BBAS        ON   22,61"
BBASJ216,BVMF-Equities\BBASJ216,"BBAS        ON   21,61"
BBASV216,BVMF-Equities\BBASV216,"BBASE       ON   21,61"
BBASV206,BVMF-Equities\BBASV206,"BBASE       ON   20,61"
BBASV20,BVMF-Equities\BBASV20,"BBASE       ON   20,11"
BBASV22,BVMF-Equities\BBASV22,"BBASE       ON   22,11"
CVCBF299E,BVMF-Equities\CVCBF299E,"CVCB        ON    3,00"
BBASJ206,BVMF-Equities\BBASJ206,"BBAS        ON   20,61"
BBASJ211,BVMF-Equities\BBASJ211,"BBAS        ON   21,11"
BBASV24,BVMF-Equities\BBASV24,"BBASE       ON   24,11"
BBASJ24,BVMF-Equities\BBASJ24,"BBAS        ON   24,11"
BBASV23,BVMF-Equities\BBASV23,"BBASE       ON   23,11"
BBASV225,BVMF-Equities\BBASV225,"BBASE       ON   22,61"
BBASJ188,BVMF-Equities\BBASJ188,"BBASE       ON   18,82"
B3SAI624,BVMF-Equities\B3SAI624,"B3SA        ON    6,18"
B3SAJ137,BVMF-Equities\B3SAJ137,"B3SAE   /EJ ON   13,65"
B3SAV137,BVMF-Equities\B3SAV137,"B3SAE   /EJ ON   13,65"
BBASV188,BVMF-Equities\BBASV188,"BBASE       ON   18,82"
BBASK282E,BVMF-Equities\BBASK282E,"BBAS        ON   27,92"
BBASI184,BVMF-Equities\BBASI184,"BBASE       ON   18,43"
BBASU371,BVMF-Equities\BBASU371,"BBASE       ON   37,18"
B3SAI644,BVMF-Equities\B3SAI644,"B3SA        ON    6,38"
BBASI371,BVMF-Equities\BBASI371,"BBAS        ON   37,18"
BBASJ224E,BVMF-Equities\BBASJ224E,"BBAS  FM    ON   22,07"
BBASL207,BVMF-Equities\BBASL207,"BBASE       ON   20,77"
BBASX210,BVMF-Equities\BBASX210,"BBASE       ON   21,02"
BBASU184,BVMF-Equities\BBASU184,"BBASE       ON   18,43"
B3SAI179,BVMF-Equities\B3SAI179,"B3SAE       ON   17,88"
B3SAU644,BVMF-Equities\B3SAU644,"B3SAE       ON    6,38"
CVCBI270E,BVMF-Equities\CVCBI270E,"CVCB        ON    2,70"
BBASX207,BVMF-Equities\BBASX207,"BBASE       ON   20,77"
BBASL210,BVMF-Equities\BBASL210,"BBAS        ON   21,02"
B3SAU179,BVMF-Equities\B3SAU179,"B3SAE       ON   17,88"
USIMJ602,BVMF-Equities\USIMJ602,"USIME       PNA   6,02"
B3SAU624,BVMF-Equities\B3SAU624,"B3SAE       ON    6,18"
USIMV602,BVMF-Equities\USIMV602,"USIME       PNA   6,02"
BBASV200,BVMF-Equities\BBASV200,"BBASE       ON   20,07"
BBASJ200,BVMF-Equities\BBASJ200,"BBAS        ON   20,07"
BBASU174,BVMF-Equities\BBASU174,"BBASE       ON   17,43"
BBASU159,BVMF-Equities\BBASU159,"BBASE       ON   15,93"
BBASU376,BVMF-Equities\BBASU376,"BBASE       ON   37,68"
BBASU116,BVMF-Equities\BBASU116,"BBASE       ON   11,68"
BBASI116,BVMF-Equities\BBASI116,"BBAS        ON   11,68"
BBASI401,BVMF-Equities\BBASI401,"BBAS        ON   40,18"
BBASI376,BVMF-Equities\BBASI376,"BBAS        ON   37,68"
BBASI159,BVMF-Equities\BBASI159,"BBASE       ON   15,93"
BBASU401,BVMF-Equities\BBASU401,"BBASE       ON   40,18"
BBASI174,BVMF-Equities\BBASI174,"BBASE       ON   17,43"
USIMW700,BVMF-Equities\USIMW700,"USIME       PNA   7,00"
USIMK700,BVMF-Equities\USIMK700,"USIM        PNA   7,00"
B3SAU241,BVMF-Equities\B3SAU241,"B3SAE       ON   24,13"
B3SAI241,BVMF-Equities\B3SAI241,"B3SA        ON   24,13"
BBASJ225E,BVMF-Equities\BBASJ225E,"BBAS        ON   22,61"
USIMU562,BVMF-Equities\USIMU562,"USIME       PNA   5,62"
HAPVU560,BVMF-Equities\HAPVU560,"HAPVE       ON   56,00"
HAPVU415,BVMF-Equities\HAPVU415,"HAPVE       ON   41,50"
USIMI982,BVMF-Equities\USIMI982,"USIM        PNA   9,82"
HAPVI415,BVMF-Equities\HAPVI415,"HAPV        ON   41,50"
USIMU377,BVMF-Equities\USIMU377,"USIME       PNA   3,77"
USIMU882,BVMF-Equities\USIMU882,"USIME       PNA   8,82"
USIMI782,BVMF-Equities\USIMI782,"USIM        PNA   7,82"
B3SAI914,BVMF-Equities\B3SAI914,"B3SAE       ON    9,08"
USIMI922,BVMF-Equities\USIMI922,"USIM        PNA   9,22"
B3SAU251,BVMF-Equities\B3SAU251,"B3SAE       ON   25,13"
USIMI487,BVMF-Equities\USIMI487,"USIM        PNA   4,87"
USIMI457,BVMF-Equities\USIMI457,"USIM        PNA   4,57"
USIMU437,BVMF-Equities\USIMU437,"USIME       PNA   4,37"
USIMU477,BVMF-Equities\USIMU477,"USIME       PNA   4,77"
HAPVU457,BVMF-Equities\HAPVU457,"HAPVE       ON   45,75"
USIMU100,BVMF-Equities\USIMU100,"USIME       PNA  10,02"
BBASI111,BVMF-Equities\BBASI111,"BBAS        ON   11,18"
HAPVI590,BVMF-Equities\HAPVI590,"HAPV        ON   59,00"
USIMI105,BVMF-Equities\USIMI105,"USIM        PNA  10,52"
USIMU367,BVMF-Equities\USIMU367,"USIME       PNA   3,67"
USIMU427,BVMF-Equities\USIMU427,"USIME       PNA   4,27"
USIMU842,BVMF-Equities\USIMU842,"USIME       PNA   8,42"
BBASI334,BVMF-Equities\BBASI334,"BBASE       ON   33,43"
USIMI477,BVMF-Equities\USIMI477,"USIM        PNA   4,77"
USIMU542,BVMF-Equities\USIMU542,"USIME       PNA   5,42"
USIMI437,BVMF-Equities\USIMI437,"USIM        PNA   4,37"
B3SAU236,BVMF-Equities\B3SAU236,"B3SAE       ON   23,63"
USIMI902,BVMF-Equities\USIMI902,"USIM        PNA   9,02"
USIMU862,BVMF-Equities\USIMU862,"USIME       PNA   8,62"
USIMU397,BVMF-Equities\USIMU397,"USIME       PNA   3,97"
USIMU502,BVMF-Equities\USIMU502,"USIME       PNA   5,02"
BBASI179,BVMF-Equities\BBASI179,"BBASE       ON   17,93"
HAPVU442,BVMF-Equities\HAPVU442,"HAPVE       ON   44,25"
USIMU782,BVMF-Equities\USIMU782,"USIME       PNA   7,82"
USIMU802,BVMF-Equities\USIMU802,"USIME       PNA   8,02"
BBASI381,BVMF-Equities\BBASI381,"BBAS        ON   38,18"
USIMU962,BVMF-Equities\USIMU962,"USIME       PNA   9,62"
BBASU121,BVMF-Equities\BBASU121,"BBASE       ON   12,18"
USIMI502,BVMF-Equities\USIMI502,"USIM        PNA   5,02"
USIMI407,BVMF-Equities\USIMI407,"USIM        PNA   4,07"
USIMI357,BVMF-Equities\USIMI357,"USIM        PNA   3,57"
HAPVI535,BVMF-Equities\HAPVI535,"HAPVE       ON   53,50"
B3SAI226,BVMF-Equities\B3SAI226,"B3SA        ON   22,63"
USIMU922,BVMF-Equities\USIMU922,"USIME       PNA   9,22"
USIMI387,BVMF-Equities\USIMI387,"USIM        PNA   3,87"
USIMI542,BVMF-Equities\USIMI542,"USIM        PNA   5,42"
USIMU105,BVMF-Equities\USIMU105,"USIME       PNA  10,52"
USIMI100,BVMF-Equities\USIMI100,"USIM        PNA  10,02"
HAPVI382,BVMF-Equities\HAPVI382,"HAPVE       ON   38,25"
BBASU334,BVMF-Equities\BBASU334,"BBASE       ON   33,43"
B3SAI199,BVMF-Equities\B3SAI199,"B3SAE       ON   19,88"
USIMI397,BVMF-Equities\USIMI397,"USIM        PNA   3,97"
USIMI447,BVMF-Equities\USIMI447,"USIM        PNA   4,47"
BBASU381,BVMF-Equities\BBASU381,"BBASE       ON   38,18"
USIMI417,BVMF-Equities\USIMI417,"USIM        PNA   4,17"
HAPVI457,BVMF-Equities\HAPVI457,"HAPVE       ON   45,75"
HAPVI380,BVMF-Equities\HAPVI380,"HAPV        ON   38,00"
B3SAI189,BVMF-Equities\B3SAI189,"B3SAE       ON   18,88"
B3SAI236,BVMF-Equities\B3SAI236,"B3SA        ON   23,63"
USIMU487,BVMF-Equities\USIMU487,"USIME       PNA   4,87"
USIMU982,BVMF-Equities\USIMU982,"USIME       PNA   9,82"
BBASI121,BVMF-Equities\BBASI121,"BBAS        ON   12,18"
HAPVI430,BVMF-Equities\HAPVI430,"HAPV        ON   43,00"
USIMU387,BVMF-Equities\USIMU387,"USIME       PNA   3,87"
BBASU179,BVMF-Equities\BBASU179,"BBASE       ON   17,93"
B3SAU914,BVMF-Equities\B3SAU914,"B3SAE       ON    9,08"
HAPVI500,BVMF-Equities\HAPVI500,"HAPV        ON   50,00"
USIMU457,BVMF-Equities\USIMU457,"USIME       PNA   4,57"
USIMI427,BVMF-Equities\USIMI427,"USIM        PNA   4,27"
USIMI367,BVMF-Equities\USIMI367,"USIM        PNA   3,67"
B3SAI251,BVMF-Equities\B3SAI251,"B3SA        ON   25,13"
USIMU417,BVMF-Equities\USIMU417,"USIME       PNA   4,17"
HAPVI560,BVMF-Equities\HAPVI560,"HAPV        ON   56,00"
USIMU822,BVMF-Equities\USIMU822,"USIME       PNA   8,22"
USIMI882,BVMF-Equities\USIMI882,"USIM        PNA   8,82"
HAPVU382,BVMF-Equities\HAPVU382,"HAPVE       ON   38,25"
B3SAU189,BVMF-Equities\B3SAU189,"B3SAE       ON   18,88"
USIMI862,BVMF-Equities\USIMI862,"USIM        PNA   8,62"
HAPVI442,BVMF-Equities\HAPVI442,"HAPVE       ON   44,25"
HAPVU430,BVMF-Equities\HAPVU430,"HAPVE       ON   43,00"
USIMU447,BVMF-Equities\USIMU447,"USIME       PNA   4,47"
B3SAU199,BVMF-Equities\B3SAU199,"B3SAE       ON   19,88"
USIMI802,BVMF-Equities\USIMI802,"USIM        PNA   8,02"
BBASU111,BVMF-Equities\BBASU111,"BBASE       ON   11,18"
USIMU902,BVMF-Equities\USIMU902,"USIME       PNA   9,02"
USIMI822,BVMF-Equities\USIMI822,"USIM        PNA   8,22"
USIMI562,BVMF-Equities\USIMI562,"USIM        PNA   5,62"
HAPVU590,BVMF-Equities\HAPVU590,"HAPVE       ON   59,00"
B3SAU226,BVMF-Equities\B3SAU226,"B3SAE       ON   22,63"
USIMI467,BVMF-Equities\USIMI467,"USIM        PNA   4,67"
HAPVU500,BVMF-Equities\HAPVU500,"HAPVE       ON   50,00"
USIMU357,BVMF-Equities\USIMU357,"USIME       PNA   3,57"
HAPVU535,BVMF-Equities\HAPVU535,"HAPVE       ON   53,50"
CVCBG200E,BVMF-Equities\CVCBG200E,"CVCB        ON    2,00"
HAPVU380,BVMF-Equities\HAPVU380,"HAPVE       ON   38,00"
USIMU407,BVMF-Equities\USIMU407,"USIME       PNA   4,07"
USIMI962,BVMF-Equities\USIMI962,"USIM        PNA   9,62"
USIMU467,BVMF-Equities\USIMU467,"USIME       PNA   4,67"
USIMI842,BVMF-Equities\USIMI842,"USIM        PNA   8,42"
USIMI377,BVMF-Equities\USIMI377,"USIM        PNA   3,77"
BBASW196,BVMF-Equities\BBASW196,"BBASE       ON   19,67"
BBASK196,BVMF-Equities\BBASK196,"BBASE       ON   19,67"
BBASK216,BVMF-Equities\BBASK216,"BBASE       ON   21,67"
BBASW216,BVMF-Equities\BBASW216,"BBASE       ON   21,67"
BBASI396,BVMF-Equities\BBASI396,"BBAS        ON   39,68"
HAPVU100,BVMF-Equities\HAPVU100,"HAPVE       ON   10,00"
B3SAX144,BVMF-Equities\B3SAX144,"B3SAE   /EJ ON   14,27"
B3SAL144,BVMF-Equities\B3SAL144,"B3SAE   /EJ ON   14,27"
HAPVU410,BVMF-Equities\HAPVU410,"HAPVE       ON   41,00"
BBASU339,BVMF-Equities\BBASU339,"BBASE       ON   33,93"
BBASI169,BVMF-Equities\BBASI169,"BBASE       ON   16,93"
B3SAU584,BVMF-Equities\B3SAU584,"B3SAE       ON    5,78"
B3SAU209,BVMF-Equities\B3SAU209,"B3SAE       ON   20,88"
HAPVU370,BVMF-Equities\HAPVU370,"HAPVE       ON   37,00"
B3SAU219,BVMF-Equities\B3SAU219,"B3SAE       ON   21,88"
HAPVI410,BVMF-Equities\HAPVI410,"HAPV        ON   41,00"
BBASI101,BVMF-Equities\BBASI101,"BBAS        ON   10,18"
HAPVI370,BVMF-Equities\HAPVI370,"HAPV        ON   37,00"
B3SAI156E,BVMF-Equities\B3SAI156E,"B3SA        ON   15,63"
B3SAI604,BVMF-Equities\B3SAI604,"B3SA        ON    5,98"
CVCBI299E,BVMF-Equities\CVCBI299E,"CVCB        ON    3,00"
HAPVI412,BVMF-Equities\HAPVI412,"HAPVE       ON   41,25"
B3SAI161E,BVMF-Equities\B3SAI161E,"B3SA        ON   16,13"
BBASU101,BVMF-Equities\BBASU101,"BBASE       ON   10,18"
BBASI386,BVMF-Equities\BBASI386,"BBAS        ON   38,68"
BBASU396,BVMF-Equities\BBASU396,"BBASE       ON   39,68"
HAPVU64,BVMF-Equities\HAPVU64,"HAPVE       ON   64,00"
BBASL210E,BVMF-Equities\BBASL210E,"BBAS        ON   21,02"
HAPVU352,BVMF-Equities\HAPVU352,"HAPVE       ON   35,25"
B3SAI209,BVMF-Equities\B3SAI209,"B3SAE       ON   20,88"
BBASI339,BVMF-Equities\BBASI339,"BBASE       ON   33,93"
HAPVI445,BVMF-Equities\HAPVI445,"HAPV        ON   44,50"
HAPVU445,BVMF-Equities\HAPVU445,"HAPVE       ON   44,50"
B3SAI127E,BVMF-Equities\B3SAI127E,"B3SA        ON   12,63"
HAPVU412,BVMF-Equities\HAPVU412,"HAPVE       ON   41,25"
B3SAI584,BVMF-Equities\B3SAI584,"B3SA        ON    5,78"
HAPVI432,BVMF-Equities\HAPVI432,"HAPVE       ON   43,25"
BBASI391,BVMF-Equities\BBASI391,"BBAS        ON   39,18"
HAPVI352,BVMF-Equities\HAPVI352,"HAPVE       ON   35,25"
HAPVI64,BVMF-Equities\HAPVI64,"HAPV        ON   64,00"
HAPVU600,BVMF-Equities\HAPVU600,"HAPVE       ON   60,00"
BBASU169,BVMF-Equities\BBASU169,"BBASE       ON   16,93"
BBASU386,BVMF-Equities\BBASU386,"BBASE       ON   38,68"
HAPVI600,BVMF-Equities\HAPVI600,"HAPV        ON   60,00"
HAPVI100,BVMF-Equities\HAPVI100,"HAPV        ON   10,00"
B3SAU604,BVMF-Equities\B3SAU604,"B3SAE       ON    5,98"
BBASU391,BVMF-Equities\BBASU391,"BBASE       ON   39,18"
BBASJ239E,BVMF-Equities\BBASJ239E,"BBAS  FM    ON   23,57"
HAPVB600E,BVMF-Equities\HAPVB600E,"HAPV        ON   90,00"
B3SAB143,BVMF-Equities\B3SAB143,"B3SAE   /EJ ON   14,24"
HAPVU432,BVMF-Equities\HAPVU432,"HAPVE       ON   43,25"
B3SAI219,BVMF-Equities\B3SAI219,"B3SAE       ON   21,88"
B3SAN143,BVMF-Equities\B3SAN143,"B3SAE   /EJ ON   14,24"
BBASE266,BVMF-Equities\BBASE266,"BBASE       ON   26,64"
HAPVI452,BVMF-Equities\HAPVI452,"HAPVE       ON   45,25"
BBASU139,BVMF-Equities\BBASU139,"BBASE       ON   13,93"
BBASQ266,BVMF-Equities\BBASQ266,"BBASE       ON   26,64"
B3SAI146E,BVMF-Equities\B3SAI146E,"B3SA        ON   14,63"
BBASI106,BVMF-Equities\BBASI106,"BBAS        ON   10,68"
BBASI139,BVMF-Equities\BBASI139,"BBASE       ON   13,93"
BBASU149,BVMF-Equities\BBASU149,"BBASE       ON   14,93"
BBASI411,BVMF-Equities\BBASI411,"BBAS        ON   41,18"
BBASL434,BVMF-Equities\BBASL434,"BBASE       ON   43,44"
BBASX434,BVMF-Equities\BBASX434,"BBASE       ON   43,44"
CVCBI220E,BVMF-Equities\CVCBI220E,"CVCB        ON    2,20"
HAPVI31,BVMF-Equities\HAPVI31,"HAPV        ON   31,00"
HAPVI425,BVMF-Equities\HAPVI425,"HAPV        ON   42,50"
HAPVI980,BVMF-Equities\HAPVI980,"HAPV        ON    9,80"
BBASU119,BVMF-Equities\BBASU119,"BBASE       ON   11,93"
BBASU106,BVMF-Equities\BBASU106,"BBASE       ON   10,68"
HAPVU452,BVMF-Equities\HAPVU452,"HAPVE       ON   45,25"
BBASU344,BVMF-Equities\BBASU344,"BBASE       ON   34,43"
HAPVU425,BVMF-Equities\HAPVU425,"HAPVE       ON   42,50"
HAPVU980,BVMF-Equities\HAPVU980,"HAPVE       ON    9,80"
BBASU406,BVMF-Equities\BBASU406,"BBASE       ON   40,68"
BBASI344,BVMF-Equities\BBASI344,"BBASE       ON   34,43"
BBASU411,BVMF-Equities\BBASU411,"BBASE       ON   41,18"
BBASL235E,BVMF-Equities\BBASL235E,"BBAS        ON   23,19"
BBASI119,BVMF-Equities\BBASI119,"BBASE       ON   11,93"
BBASI406,BVMF-Equities\BBASI406,"BBAS        ON   40,68"
USIMD10E,BVMF-Equities\USIMD10E,"USIM        PNA  10,00"
HAPVU31,BVMF-Equities\HAPVU31,"HAPVE       ON   31,00"
HAPVU447,BVMF-Equities\HAPVU447,"HAPVE       ON   44,75"
BBASU154,BVMF-Equities\BBASU154,"BBASE       ON   15,43"
BBASI154,BVMF-Equities\BBASI154,"BBASE       ON   15,43"
BBASI144,BVMF-Equities\BBASI144,"BBASE       ON   14,43"
HAPVI447,BVMF-Equities\HAPVI447,"HAPVE       ON   44,75"
BBASI149,BVMF-Equities\BBASI149,"BBASE       ON   14,93"
BBASU349,BVMF-Equities\BBASU349,"BBASE       ON   34,93"
BBASU416,BVMF-Equities\BBASU416,"BBASE       ON   41,68"
B3SAU224,BVMF-Equities\B3SAU224,"B3SAE       ON   22,38"
BBASU144,BVMF-Equities\BBASU144,"BBASE       ON   14,43"
BBASI349,BVMF-Equities\BBASI349,"BBASE       ON   34,93"
BBASI124,BVMF-Equities\BBASI124,"BBASE       ON   12,43"
BBASU903,BVMF-Equities\BBASU903,"BBASE       ON    9,03"
BBASI134,BVMF-Equities\BBASI134,"BBASE       ON   13,43"
B3SAU524,BVMF-Equities\B3SAU524,"B3SAE       ON    5,18"
BBASU134,BVMF-Equities\BBASU134,"BBASE       ON   13,43"
BBASU359,BVMF-Equities\BBASU359,"BBASE       ON   35,93"
BBASI923,BVMF-Equities\BBASI923,"BBAS        ON    9,23"
B3SAI524,BVMF-Equities\B3SAI524,"B3SA        ON    5,18"
BBASU943,BVMF-Equities\BBASU943,"BBASE       ON    9,43"
B3SAU234,BVMF-Equities\B3SAU234,"B3SAE       ON   23,38"
BBASI963,BVMF-Equities\BBASI963,"BBAS        ON    9,63"
BBASU883,BVMF-Equities\BBASU883,"BBASE       ON    8,83"
B3SAU874,BVMF-Equities\B3SAU874,"B3SAE       ON    8,68"
USIMD400E,BVMF-Equities\USIMD400E,"USIM        PNA   4,00"
B3SAI874,BVMF-Equities\B3SAI874,"B3SAE       ON    8,68"
B3SAU544,BVMF-Equities\B3SAU544,"B3SAE       ON    5,38"
BBASJ22E,BVMF-Equities\BBASJ22E,"BBAS        ON   22,11"
B3SAI894,BVMF-Equities\B3SAI894,"B3SAE       ON    8,88"
BBASI129,BVMF-Equities\BBASI129,"BBASE       ON   12,93"
BBASU963,BVMF-Equities\BBASU963,"BBASE       ON    9,63"
B3SAU564,BVMF-Equities\B3SAU564,"B3SAE       ON    5,58"
B3SAI234,BVMF-Equities\B3SAI234,"B3SAE       ON   23,38"
B3SAI544,BVMF-Equities\B3SAI544,"B3SA        ON    5,38"
BBASU923,BVMF-Equities\BBASU923,"BBASE       ON    9,23"
B3SAI224,BVMF-Equities\B3SAI224,"B3SAE       ON   22,38"
B3SAI246,BVMF-Equities\B3SAI246,"B3SA        ON   24,63"
BBASI135E,BVMF-Equities\BBASI135E,"BBAS        ON   13,18"
BBASU129,BVMF-Equities\BBASU129,"BBASE       ON   12,93"
B3SAI229,BVMF-Equities\B3SAI229,"B3SAE       ON   22,88"
BBASI883,BVMF-Equities\BBASI883,"BBAS        ON    8,83"
B3SAU246,BVMF-Equities\B3SAU246,"B3SAE       ON   24,63"
B3SAU229,BVMF-Equities\B3SAU229,"B3SAE       ON   22,88"
BBASU354,BVMF-Equities\BBASU354,"BBASE       ON   35,43"
BBASI416,BVMF-Equities\BBASI416,"BBAS        ON   41,68"
BBASI354,BVMF-Equities\BBASI354,"BBASE       ON   35,43"
B3SAI564,BVMF-Equities\B3SAI564,"B3SA        ON    5,58"
BBASI943,BVMF-Equities\BBASI943,"BBAS        ON    9,43"
BBASI903,BVMF-Equities\BBASI903,"BBAS        ON    9,03"
B3SAU894,BVMF-Equities\B3SAU894,"B3SAE       ON    8,88"
BBASU124,BVMF-Equities\BBASU124,"BBASE       ON   12,43"
BBASI359,BVMF-Equities\BBASI359,"BBASE       ON   35,93"
USIMK130,BVMF-Equities\USIMK130,"USIM        PNA  13,00"
USIMJ130,BVMF-Equities\USIMJ130,"USIME       PNA  13,02"
USIMV130,BVMF-Equities\USIMV130,"USIME       PNA  13,02"
BBASP256,BVMF-Equities\BBASP256,"BBASE       ON   25,61"
BBASD256,BVMF-Equities\BBASD256,"BBASE       ON   25,61"
B3SAJ658,BVMF-Equities\B3SAJ658,"B3SAE   /EJ ON    6,45"
USIMU130,BVMF-Equities\USIMU130,"USIME       PNA  13,02"
USIMW130,BVMF-Equities\USIMW130,"USIME       PNA  13,00"
CVCBI230E,BVMF-Equities\CVCBI230E,"CVCB        ON    2,30"
USIMI130,BVMF-Equities\USIMI130,"USIM        PNA  13,02"
USIMI542E,BVMF-Equities\USIMI542E,"USIM        PNA   5,42"
BBASJ200E,BVMF-Equities\BBASJ200E,"BBAS        ON   20,07"
B3SAV678,BVMF-Equities\B3SAV678,"B3SAE   /EJ ON    6,65"
B3SAV658,BVMF-Equities\B3SAV658,"B3SAE   /EJ ON    6,45"
B3SAJ678,BVMF-Equities\B3SAJ678,"B3SAE   /EJ ON    6,65"
BBASU109,BVMF-Equities\BBASU109,"BBASE       ON   10,93"
HAPVU215,BVMF-Equities\HAPVU215,"HAPVE       ON   21,50"
HAPVU33,BVMF-Equities\HAPVU33,"HAPVE       ON   33,00"
BBASI823,BVMF-Equities\BBASI823,"BBAS        ON    8,23"
HAPVI402,BVMF-Equities\HAPVI402,"HAPVE       ON   40,25"
HAPVU40,BVMF-Equities\HAPVU40,"HAPVE       ON   40,00"
USIMI347,BVMF-Equities\USIMI347,"USIM        PNA   3,47"
USIMU147,BVMF-Equities\USIMU147,"USIME       PNA   1,47"
BBASU114,BVMF-Equities\BBASU114,"BBASE       ON   11,43"
HAPVI33,BVMF-Equities\HAPVI33,"HAPV        ON   33,00"
BBASU369,BVMF-Equities\BBASU369,"BBASE       ON   36,93"
BBASI983,BVMF-Equities\BBASI983,"BBAS        ON    9,83"
USIMU317,BVMF-Equities\USIMU317,"USIME       PNA   3,17"
CVCBK200E,BVMF-Equities\CVCBK200E,"CVCB  FM    ON    2,00"
HAPVI392,BVMF-Equities\HAPVI392,"HAPVE       ON   39,25"
HAPVI292,BVMF-Equities\HAPVI292,"HAPVE       ON   29,25"
USIMI147,BVMF-Equities\USIMI147,"USIM        PNA   1,47"
BBASU364,BVMF-Equities\BBASU364,"BBASE       ON   36,43"
USIMI532,BVMF-Equities\USIMI532,"USIM        PNA   5,32"
BBASI109,BVMF-Equities\BBASI109,"BBASE       ON   10,93"
BBASI369,BVMF-Equities\BBASI369,"BBASE       ON   36,93"
USIMI327,BVMF-Equities\USIMI327,"USIM        PNA   3,27"
BBASU823,BVMF-Equities\BBASU823,"BBASE       ON    8,23"
USIMI110,BVMF-Equities\USIMI110,"USIM        PNA  11,02"
USIMU532,BVMF-Equities\USIMU532,"USIME       PNA   5,32"
USIMU347,BVMF-Equities\USIMU347,"USIME       PNA   3,47"
HAPVU222,BVMF-Equities\HAPVU222,"HAPVE       ON   22,25"
HAPVI215,BVMF-Equities\HAPVI215,"HAPV        ON   21,50"
USIMU337,BVMF-Equities\USIMU337,"USIME       PNA   3,37"
USIMI317,BVMF-Equities\USIMI317,"USIM        PNA   3,17"
HAPVU387,BVMF-Equities\HAPVU387,"HAPVE       ON   38,75"
USIMU110,BVMF-Equities\USIMU110,"USIME       PNA  11,02"
HAPVI387,BVMF-Equities\HAPVI387,"HAPVE       ON   38,75"
